dimension,frequency,pct
mri_emb_996,50,1.0
mri_emb_997,50,1.0
mri_emb_998,50,1.0
mri_emb_999,50,1.0
mri_emb_1000,50,1.0
mri_emb_1001,50,1.0
mri_emb_1002,50,1.0
mri_emb_1003,50,1.0
mri_emb_1004,50,1.0
mri_emb_1005,50,1.0
mri_emb_1006,50,1.0
mri_emb_1007,50,1.0
mri_emb_1008,50,1.0
mri_emb_1009,50,1.0
mri_emb_1010,50,1.0
mri_emb_1011,50,1.0
mri_emb_1012,50,1.0
mri_emb_1013,50,1.0
mri_emb_1014,50,1.0
mri_emb_1015,50,1.0
mri_emb_1016,50,1.0
mri_emb_1017,50,1.0
mri_emb_1018,50,1.0
mri_emb_1019,50,1.0
mri_emb_1020,50,1.0
mri_emb_1021,50,1.0
mri_emb_1022,50,1.0
mri_emb_1023,50,1.0
