config_id,Macro_F1_mean_39,Macro_F1_mean_37,delta_mean_37_minus_39,delta_std,delta_se,delta_ci95_half,delta_ci95_low,delta_ci95_high,wilcoxon_p,n_folds_positive_delta,n_folds_negative_delta,is_exp3_winner,is_exp4_winner
cosine_rigid_uniform_k7,0.5873977061361636,0.6004108518471354,0.013013145710971794,0.07996326896173646,0.011308513945737526,0.022725309594084798,-0.009712163883113004,0.03573845530505659,0.1686059220530557,18,16,False,False
manhattan_fuzzy_confidence_uniform_k21,0.5731380795819347,0.5854195899672683,0.012281510385333476,0.09087351324432018,0.012851455489060868,0.025825966711885355,-0.01354445632655188,0.03810747709721883,0.35757202818842226,26,19,False,False
manhattan_fuzzy_confidence_uniform_k7,0.5543282633406338,0.5661335699348488,0.01180530659421494,0.11800343921693454,0.0166882064147258,0.03353620636313429,-0.021730899768919353,0.04534151295734923,0.5815441978554234,24,16,False,False
minkowski_p3_rigid_inverse_distance_k3,0.572388321031954,0.5825759968139427,0.010187675781988613,0.07850026186051262,0.011101613497297635,0.022309527576349058,-0.012121851794360445,0.03249720335833767,0.22936068726265457,18,18,False,False
manhattan_fuzzy_confidence_inverse_distance_k21,0.5806637881210637,0.5905183255321229,0.009854537411059154,0.09439089429087774,0.013348888287068445,0.026825595344897295,-0.016971057933838143,0.03668013275595645,0.4109483040334555,20,17,False,False
euclidean_fuzzy_confidence_inverse_distance_k11,0.5862394960754834,0.5955601495471867,0.009320653471703412,0.09240612556092813,0.013068199601461569,0.02626153031295936,-0.016940876841255947,0.035582183784662776,0.41276930344348106,22,20,False,False
euclidean_rigid_uniform_k3,0.5702088669692181,0.5783500333348967,0.008141166365678416,0.05439423341059978,0.007692506260415793,0.015458670092393224,-0.007317503726714808,0.023599836458071642,0.20309178757716784,21,15,False,False
manhattan_rigid_inverse_distance_k7,0.5593353413959148,0.5672620560143107,0.007926714618395864,0.09194392336919346,0.013002834340650594,0.026130173903465132,-0.01820345928506927,0.03405688852186099,0.43157840754024734,21,19,False,False
minkowski_p3_fuzzy_confidence_uniform_k11,0.5941836977373792,0.6015076597664362,0.007323962029056934,0.0883481279805255,0.012494312080033309,0.025108260160999655,-0.01778429813194272,0.03243222219005659,0.6096080128561012,20,16,False,False
minkowski_p3_rigid_uniform_k5,0.606694497683857,0.6138768698128572,0.007182372129000211,0.06780104122863856,0.009588515204855803,0.019268842716515418,-0.012086470587515207,0.02645121484551563,0.2891254766693554,20,14,False,False
manhattan_rigid_uniform_k7,0.562570562220717,0.5696425849281214,0.00707202270740431,0.09090799884952604,0.012856332490119743,0.025835767412444727,-0.018763744705040417,0.03290779011984904,0.40236675173926784,21,18,False,False
minkowski_p3_fuzzy_confidence_uniform_k21,0.5655170348511512,0.572461026470476,0.006943991619324776,0.07651512972548624,0.01082087341845194,0.02174535926583104,-0.014801367646506264,0.028689350885155816,0.5328755656181163,23,15,False,False
manhattan_rigid_inverse_distance_k5,0.5607421941469188,0.567672851813786,0.006930657666867113,0.08262208624381566,0.011684527491756363,0.02348093710498941,-0.016550279438122296,0.030411594771856523,0.46100982357836884,17,18,False,False
cosine_fuzzy_confidence_inverse_distance_k11,0.5768340574079704,0.5836803648847128,0.006846307476742261,0.08922239687229885,0.012617952372423986,0.02535672463089938,-0.01851041715415712,0.03220303210764164,0.6679799498408757,18,15,False,False
euclidean_fuzzy_confidence_uniform_k11,0.5989846464603632,0.6057478200087704,0.0067631735484070974,0.09890296694379246,0.013986991721084918,0.02810791220462393,-0.021344738656216833,0.03487108575303103,0.8800157212822783,22,21,False,False
cosine_rigid_uniform_k3,0.5654941725135963,0.5719198925541636,0.0064257200405672685,0.08161668418354324,0.011542342168828853,0.02319520500095106,-0.01676948496038379,0.029620925041518326,0.8302175917778634,16,17,False,False
manhattan_fuzzy_confidence_uniform_k5,0.5503387433304245,0.5564605963272404,0.00612185299681597,0.11478572232019123,0.016233152527200652,0.03262174133920436,-0.02649988834238839,0.03874359433602033,0.6037757464389426,21,25,False,False
manhattan_fuzzy_confidence_inverse_distance_k7,0.5618413487394036,0.5678197242147033,0.005978375475299693,0.10907951294531322,0.015426172658431355,0.031000054578063777,-0.025021679102764083,0.03697843005336347,0.8515217675944051,26,17,False,False
minkowski_p3_rigid_uniform_k9,0.6151219756089321,0.6210193994187264,0.005897423809794242,0.06030255027853497,0.008528068444958962,0.017137795167532787,-0.011240371357738546,0.023035218977327028,0.4459638877643357,21,16,False,False
euclidean_rigid_uniform_k11,0.6120635824498659,0.616101342061014,0.004037759611147907,0.09878686763016017,0.01397057279869282,0.028074917144764424,-0.024037157533616516,0.03211267675591233,0.5065500030008957,21,22,False,False
