protocol,label,precision,recall,f1,support
mccv_pooled,no,0.56353591160221,0.5828571428571429,0.5730337078651685,350.0
mccv_pooled,yes,0.7286245353159851,0.7127272727272728,0.7205882352941176,550.0
mccv_pooled,macro avg,0.6460802234590975,0.6477922077922078,0.6468109715796431,900.0
mccv_pooled,weighted avg,0.6644234038717393,0.6622222222222223,0.6632059190717485,900.0
loo_pooled,no,0.5526315789473685,0.6176470588235294,0.5833333333333334,34.0
loo_pooled,yes,0.74,0.6851851851851852,0.7115384615384616,54.0
loo_pooled,macro avg,0.6463157894736842,0.6514161220043573,0.6474358974358975,88.0
loo_pooled,weighted avg,0.6676076555023923,0.6590909090909091,0.6620046620046621,88.0
