rule,threshold,cohort,n_cases,n_features_total,n_retained,n_removed,n_essential,removed_features,retained_features,essential_features
"drop if missing_rate > 0.5 on usable_labeled (88), unless essential",0.5,usable_labeled,88,39,37,2,10,path_hist_bx_gl_tert;lab_hemoglobin_g_dl,cli_age;cli_psa;cli_psap;cli_psav;cli_psad;cli_vol;cli_months;cli_pirads;cli_cspca;cli_comorbidity_count;cli_allergies_count;cli_ipss_score;vit_weight_kg;vit_height_cm;vit_bmi;vit_bp_systolic;vit_bp_diastolic;vit_heart_rate_bpm;vit_smoking_pack_years;path_hist_bx_isup;path_hist_bx_gl_prim;path_hist_bx_gl_sec;cli_fh_binary;psa_tr_count;psa_tr_first_val;psa_tr_last_val;psa_tr_min;psa_tr_max;psa_tr_mean;psa_tr_delta;psa_tr_slope;lab_creatinine_mg_dl;lab_free_psa_ng_ml;lab_free_total_ratio;cli_bx;cli_dre;vit_smoking_status,cli_age;cli_bx;cli_comorbidity_count;cli_cspca;cli_dre;cli_fh_binary;cli_pirads;cli_psa;cli_psad;cli_vol
