cfg_id,representation,k,weights,metric,mean_macro_f1,std_macro_f1,mean_acc,mean_sens,mean_spec
29,raw,21,uniform,cosine,0.425520493665921,0.08181935434963916,0.5844444444444444,0.8963636363636364,0.09428571428571429
76,embedkit_unsup,7,uniform,euclidean,0.4254560886916958,0.10625833201220702,0.5144444444444445,0.729090909090909,0.17714285714285707
77,embedkit_unsup,7,uniform,cosine,0.4254560886916958,0.10625833201220702,0.5144444444444445,0.729090909090909,0.17714285714285707
109,embedkit_sup,7,uniform,cosine,0.4253356873539032,0.10622798549320489,0.5150000000000001,0.730909090909091,0.17571428571428563
108,embedkit_sup,7,uniform,euclidean,0.4253356873539032,0.10622798549320489,0.5150000000000001,0.730909090909091,0.17571428571428563
110,embedkit_sup,7,distance,euclidean,0.4243094743961685,0.11081196311918036,0.5094444444444445,0.7163636363636364,0.18428571428571427
5,raw,3,uniform,cosine,0.41983993073670745,0.09826382546854498,0.5288888888888889,0.7727272727272727,0.14571428571428569
79,embedkit_unsup,7,distance,cosine,0.4187025625340842,0.11305487618646105,0.5061111111111111,0.7181818181818183,0.17285714285714282
6,raw,3,distance,euclidean,0.41748595929030713,0.10353752581959258,0.4966666666666667,0.6954545454545454,0.18428571428571425
111,embedkit_sup,7,distance,cosine,0.4174539560680865,0.11330105623466433,0.5061111111111111,0.7200000000000002,0.16999999999999993
60,pca,21,uniform,euclidean,0.4167757325632888,0.07723915027142769,0.5766666666666667,0.8881818181818183,0.08714285714285713
61,pca,21,uniform,cosine,0.4147429248551437,0.07681865699489916,0.5677777777777778,0.8699999999999999,0.09285714285714286
95,embedkit_unsup,21,distance,cosine,0.41451751525447184,0.07306997974527488,0.5766666666666667,0.8936363636363636,0.07857142857142856
94,embedkit_unsup,21,distance,euclidean,0.41430272631194676,0.07617628850258287,0.5766666666666667,0.8945454545454545,0.07714285714285714
127,embedkit_sup,21,distance,cosine,0.4131320472741763,0.07240792139410265,0.576111111111111,0.8936363636363636,0.07714285714285714
126,embedkit_sup,21,distance,euclidean,0.4126955834548039,0.07566823214823766,0.5755555555555555,0.8936363636363636,0.0757142857142857
93,embedkit_unsup,21,uniform,cosine,0.4080753723759722,0.0788286093149393,0.5816666666666667,0.9118181818181817,0.06285714285714285
92,embedkit_unsup,21,uniform,euclidean,0.4080753723759722,0.0788286093149393,0.5816666666666667,0.9118181818181817,0.06285714285714285
124,embedkit_sup,21,uniform,euclidean,0.40730394380454354,0.07969596190208916,0.5800000000000001,0.909090909090909,0.06285714285714285
125,embedkit_sup,21,uniform,cosine,0.40730394380454354,0.07969596190208916,0.5800000000000001,0.909090909090909,0.06285714285714285
