cfg_id,sigma_scale,x_train,y_train,kernel_trainable,mean_macro_f1,std_macro_f1,condition
14,1.0,True,True,False,0.556208274497893,0.11735331519096619,confidence_arm
12,1.0,True,False,False,0.5509079376518299,0.11748797621990155,confidence_arm
13,1.0,True,False,True,0.5448738171539155,0.11401896216601108,confidence_arm
11,1.0,False,True,True,0.5434782529605993,0.11529246531062666,confidence_arm
9,1.0,False,False,True,0.5402350262346898,0.11136102184028236,confidence_arm
8,1.0,False,False,False,0.5349597417075678,0.10842350601696185,confidence_arm
10,1.0,False,True,False,0.5305582973123828,0.10628834185928349,confidence_arm
0,0.5,False,False,False,0.4391170377154635,0.08908677785035825,confidence_arm
6,0.5,True,True,False,0.4350888513424496,0.08390467009350625,confidence_arm
7,0.5,True,True,True,0.43414741720603783,0.07983517731553036,confidence_arm
2,0.5,False,True,False,0.4341039647453442,0.08909051070229078,confidence_arm
3,0.5,False,True,True,0.4277234987872919,0.07460538903590501,confidence_arm
1,0.5,False,False,True,0.427513872717321,0.07869836357835316,confidence_arm
4,0.5,True,False,False,0.4247257500759,0.0798581635830556,confidence_arm
5,0.5,True,False,True,0.4233439601544549,0.07988460375706594,confidence_arm
