cfg_id,max_features,representation,k,weights,metric,mean_macro_f1,std_macro_f1,mean_acc,mean_sens,mean_spec
297,500,pca,5,uniform,cosine,0.5803560345369945,0.1171266191438375,0.6350000000000001,0.7990909090909091,0.37714285714285717
265,500,raw,5,uniform,cosine,0.5802685825988323,0.1156087647927786,0.6177777777777779,0.7281818181818186,0.4442857142857142
537,None,raw,15,uniform,cosine,0.5801661252921011,0.09770572562325656,0.6294444444444446,0.7754545454545455,0.3999999999999999
175,300,pca,7,distance,cosine,0.5800869909254482,0.10644392536902861,0.6272222222222222,0.7727272727272725,0.3985714285714285
426,1000,pca,5,distance,euclidean,0.5794563290600779,0.11632762245498386,0.6377777777777779,0.8109090909090908,0.3657142857142857
575,None,pca,21,distance,cosine,0.5793010477480123,0.11013916047377859,0.6666666666666669,0.9036363636363635,0.2942857142857142
303,500,pca,7,distance,cosine,0.5789312413064668,0.11748017295660507,0.6344444444444445,0.8036363636363636,0.3685714285714286
566,None,pca,11,distance,euclidean,0.5784296916328785,0.10671870197994412,0.653888888888889,0.8636363636363636,0.32428571428571423
403,1000,raw,9,distance,cosine,0.5781005718578843,0.10325280888907007,0.6150000000000001,0.7254545454545456,0.4414285714285715
394,1000,raw,5,distance,euclidean,0.5780969092045214,0.11710696769897377,0.6233333333333334,0.7618181818181821,0.4057142857142857
30,100,raw,21,distance,euclidean,0.5780271628144191,0.10182872818295295,0.6594444444444446,0.8845454545454543,0.3057142857142856
45,100,pca,7,uniform,cosine,0.5776260568618524,0.1149416896577856,0.6400000000000001,0.8199999999999998,0.3571428571428571
13,100,raw,7,uniform,cosine,0.577474444682437,0.1155984381745618,0.6022222222222223,0.6681818181818183,0.49857142857142844
171,300,pca,5,distance,cosine,0.5771216940064767,0.1058353941860525,0.6216666666666667,0.7590909090909093,0.4057142857142857
179,300,pca,9,distance,cosine,0.576889501400371,0.11118095852661654,0.6327777777777779,0.7981818181818183,0.37285714285714283
275,500,raw,9,distance,cosine,0.5768397901503233,0.10075911268795722,0.6194444444444445,0.7472727272727273,0.4185714285714285
174,300,pca,7,distance,euclidean,0.5768009223744653,0.11053943033510705,0.6138888888888889,0.722727272727273,0.44285714285714284
401,1000,raw,9,uniform,cosine,0.5763011126214687,0.1061462377335621,0.6161111111111112,0.7354545454545456,0.4285714285714286
262,500,raw,3,distance,euclidean,0.5762545272283294,0.11731466624406657,0.6144444444444445,0.7254545454545456,0.43999999999999984
15,100,raw,7,distance,cosine,0.5761762673105351,0.10813803661612194,0.5977777777777777,0.6481818181818183,0.5185714285714286
298,500,pca,5,distance,euclidean,0.576095065313059,0.11796116060559997,0.625,0.7663636363636364,0.40285714285714286
562,None,pca,9,distance,euclidean,0.5758907211830386,0.10598450079417676,0.6427777777777779,0.8363636363636365,0.33857142857142847
556,None,pca,7,uniform,euclidean,0.5758465940022545,0.12106291750584562,0.6461111111111112,0.8436363636363636,0.33571428571428563
132,300,raw,3,uniform,euclidean,0.5757277819581496,0.09987298430132434,0.6027777777777779,0.6718181818181819,0.49428571428571433
411,1000,raw,15,distance,cosine,0.5757063862466036,0.11216036470739921,0.6261111111111112,0.7727272727272729,0.39571428571428563
520,None,raw,5,uniform,euclidean,0.5751261454353291,0.11647686315905506,0.6255555555555555,0.7790909090909094,0.3842857142857143
402,1000,raw,9,distance,euclidean,0.5751056034571785,0.10720951625157026,0.6361111111111112,0.8118181818181818,0.36
47,100,pca,7,distance,cosine,0.5750956820956821,0.11711680303390198,0.6311111111111112,0.7963636363636364,0.37142857142857133
543,None,raw,21,distance,cosine,0.5750267889920063,0.10396655309332135,0.6383333333333334,0.8218181818181819,0.3499999999999999
143,300,raw,7,distance,cosine,0.574939939703138,0.10650202506973505,0.6011111111111112,0.6772727272727275,0.4814285714285715
535,None,raw,11,distance,cosine,0.5748808144050304,0.1119777275338721,0.6150000000000001,0.730909090909091,0.43285714285714283
447,1000,pca,21,distance,cosine,0.5748182970813406,0.10690971447758559,0.6605555555555556,0.8927272727272727,0.2957142857142856
180,300,pca,11,uniform,euclidean,0.5745338193165425,0.11278779769561963,0.6338888888888888,0.8036363636363636,0.36714285714285716
178,300,pca,9,distance,euclidean,0.5744034542895123,0.10310380857235524,0.6199999999999999,0.7554545454545456,0.4071428571428571
430,1000,pca,7,distance,euclidean,0.5742841384889744,0.12465459759666281,0.645,0.8445454545454545,0.3314285714285714
434,1000,pca,9,distance,euclidean,0.5736463565446707,0.12384027326638516,0.6472222222222223,0.8536363636363637,0.32285714285714284
28,100,raw,21,uniform,euclidean,0.5735742245427403,0.10671890333902796,0.6600000000000001,0.8945454545454544,0.2914285714285713
564,None,pca,11,uniform,euclidean,0.5730646463578623,0.10681222117423075,0.6516666666666667,0.8681818181818178,0.31142857142857133
294,500,pca,3,distance,euclidean,0.5728687075949831,0.11612933309860629,0.6172222222222223,0.7463636363636365,0.41428571428571426
290,500,pca,1,distance,euclidean,0.5725504058364672,0.11433383886635459,0.6061111111111112,0.6963636363636364,0.4642857142857143
288,500,pca,1,uniform,euclidean,0.5725504058364672,0.11433383886635459,0.6061111111111112,0.6963636363636364,0.4642857142857143
133,300,raw,3,uniform,cosine,0.5723302246567389,0.10614528089334141,0.5877777777777777,0.6127272727272727,0.5485714285714285
538,None,raw,15,distance,euclidean,0.5720770578857536,0.1126907751090451,0.6505555555555556,0.8663636363636361,0.31142857142857133
560,None,pca,9,uniform,euclidean,0.5717832558884284,0.10175138704536221,0.6416666666666667,0.8418181818181819,0.32714285714285707
392,1000,raw,5,uniform,euclidean,0.5711598864160348,0.11849445192205346,0.6211111111111112,0.7727272727272728,0.38285714285714284
176,300,pca,9,uniform,euclidean,0.5709685432120214,0.10650504438003357,0.6194444444444445,0.7627272727272728,0.39428571428571424
140,300,raw,7,uniform,euclidean,0.5708122909764988,0.1014024407348477,0.6116666666666667,0.7309090909090911,0.4242857142857143
387,1000,raw,1,distance,cosine,0.5703551896156519,0.1037781356070975,0.5933333333333334,0.6463636363636364,0.51
385,1000,raw,1,uniform,cosine,0.5703551896156519,0.1037781356070975,0.5933333333333334,0.6463636363636364,0.51
561,None,pca,9,uniform,cosine,0.5701715160041247,0.10566120607562968,0.6366666666666667,0.8300000000000002,0.3328571428571428
424,1000,pca,5,uniform,euclidean,0.5701098709400433,0.11798613795538491,0.6344444444444445,0.8218181818181818,0.34
264,500,raw,5,uniform,euclidean,0.5698198929233422,0.11633076015665124,0.618888888888889,0.7654545454545453,0.38857142857142857
415,1000,raw,21,distance,cosine,0.569682215851781,0.11340914478452521,0.6400000000000001,0.8400000000000002,0.3257142857142856
172,300,pca,7,uniform,euclidean,0.5695355780024107,0.11237488453793934,0.6105555555555556,0.729090909090909,0.4242857142857144
151,300,raw,11,distance,cosine,0.568858851234117,0.09979065219575292,0.6033333333333334,0.7063636363636365,0.4414285714285714
273,500,raw,9,uniform,cosine,0.5687504833733095,0.09528118102988248,0.6144444444444445,0.7509090909090911,0.3999999999999999
533,None,raw,11,uniform,cosine,0.5686924308702072,0.10554005710063254,0.6138888888888889,0.7427272727272729,0.41142857142857137
409,1000,raw,15,uniform,cosine,0.5683524200035069,0.10976772854346223,0.6233333333333334,0.7790909090909092,0.37857142857142856
50,100,pca,9,distance,euclidean,0.5682359143008694,0.11272619628206747,0.6294444444444445,0.8027272727272726,0.3571428571428571
49,100,pca,9,uniform,cosine,0.5680545328150659,0.10925636340121339,0.6338888888888888,0.8209090909090909,0.3399999999999999
51,100,pca,9,distance,cosine,0.567868572734729,0.11023788418889957,0.6277777777777778,0.8,0.357142857142857
573,None,pca,21,uniform,cosine,0.5677248669343872,0.10606403666661966,0.6611111111111114,0.9063636363636363,0.27571428571428563
400,1000,raw,9,uniform,euclidean,0.567509726076855,0.10707155791803007,0.6333333333333333,0.8218181818181818,0.3371428571428571
147,300,raw,9,distance,cosine,0.5674923842497371,0.10424499938279004,0.5983333333333334,0.6918181818181819,0.4514285714285714
301,500,pca,7,uniform,cosine,0.5674632467406461,0.11010197616433459,0.6283333333333334,0.81,0.34285714285714275
37,100,pca,3,uniform,cosine,0.5673218140555096,0.11925553525662198,0.6177777777777778,0.7654545454545456,0.3857142857142857
169,300,pca,5,uniform,cosine,0.5670412961210579,0.10348478826134845,0.6172222222222223,0.7690909090909092,0.37857142857142856
14,100,raw,7,distance,euclidean,0.5668709244459245,0.10728012127188599,0.6227777777777778,0.7818181818181819,0.37285714285714294
307,500,pca,9,distance,cosine,0.566674649303997,0.10743365178564739,0.628888888888889,0.8118181818181818,0.34142857142857147
146,300,raw,9,distance,euclidean,0.5665055749469567,0.10706507310407262,0.6133333333333333,0.749090909090909,0.4
296,500,pca,5,uniform,euclidean,0.5662785162680606,0.11588226536605423,0.6222222222222221,0.7845454545454548,0.3671428571428571
541,None,raw,21,uniform,cosine,0.5661888210018645,0.10339822504126216,0.6361111111111112,0.8336363636363636,0.3257142857142857
135,300,raw,3,distance,cosine,0.5661816878948962,0.10749979445106163,0.5805555555555556,0.5990909090909091,0.5514285714285714
428,1000,pca,7,uniform,euclidean,0.5661475403698417,0.1218165384341949,0.6416666666666667,0.8518181818181817,0.31142857142857133
43,100,pca,5,distance,cosine,0.5661318256104635,0.11700469333749693,0.6155555555555555,0.7627272727272727,0.38428571428571423
144,300,raw,9,uniform,euclidean,0.5656695386882054,0.10575924750463404,0.6161111111111112,0.7645454545454546,0.38285714285714284
138,300,raw,5,distance,euclidean,0.5655446356443394,0.11016167162193755,0.595,0.6754545454545454,0.46857142857142864
26,100,raw,15,distance,euclidean,0.5655408129712477,0.09937084566059806,0.6327777777777777,0.8281818181818182,0.3257142857142856
12,100,raw,7,uniform,euclidean,0.5654808983689419,0.10727382934032127,0.6272222222222222,0.8018181818181819,0.35285714285714287
432,1000,pca,9,uniform,euclidean,0.5652075599950046,0.11644055023932237,0.6416666666666668,0.8545454545454548,0.3071428571428571
57,100,pca,15,uniform,cosine,0.5651583681214116,0.10969527034907811,0.628888888888889,0.8154545454545454,0.33571428571428563
173,300,pca,7,uniform,cosine,0.5651097818221521,0.10818674044222891,0.6200000000000001,0.7836363636363635,0.36285714285714277
141,300,raw,7,uniform,cosine,0.5649039316619576,0.09966320502256312,0.5955555555555556,0.6872727272727275,0.4514285714285714
177,300,pca,9,uniform,cosine,0.5644153952327866,0.10358762405423864,0.6261111111111112,0.8054545454545454,0.34428571428571425
24,100,raw,15,uniform,euclidean,0.5642772010598098,0.09703875856285739,0.6361111111111112,0.840909090909091,0.3142857142857142
398,1000,raw,7,distance,euclidean,0.5639557016944956,0.10612370800393395,0.6211111111111111,0.7909090909090909,0.3542857142857143
48,100,pca,9,uniform,euclidean,0.5636296652796283,0.11370179238920994,0.63,0.8172727272727274,0.33571428571428563
526,None,raw,7,distance,euclidean,0.56358668520374,0.11283309939639127,0.6211111111111112,0.79,0.35571428571428565
41,100,pca,5,uniform,cosine,0.5633832629528283,0.12412529437433341,0.6161111111111112,0.7718181818181817,0.3714285714285714
61,100,pca,21,uniform,cosine,0.5631304961682773,0.09411979936292465,0.6366666666666667,0.8436363636363636,0.31142857142857133
18,100,raw,9,distance,euclidean,0.5629740551239442,0.11259031594816289,0.6216666666666667,0.7863636363636366,0.3628571428571427
445,1000,pca,21,uniform,cosine,0.5628191891982746,0.10323753957446027,0.6561111111111111,0.9009090909090908,0.2714285714285713
270,500,raw,7,distance,euclidean,0.5626680458712329,0.11763456525750494,0.617777777777778,0.7763636363636364,0.36857142857142855
46,100,pca,7,distance,euclidean,0.5622982567754307,0.11209836122893246,0.616111111111111,0.7718181818181817,0.37142857142857133
145,300,raw,9,uniform,cosine,0.5620887813417496,0.09996109548690937,0.5955555555555555,0.6990909090909091,0.43285714285714283
536,None,raw,15,uniform,euclidean,0.5620517738300347,0.11161902030695418,0.6461111111111112,0.8718181818181816,0.29142857142857137
63,100,pca,21,distance,cosine,0.5620047386590865,0.0980362168943751,0.628888888888889,0.82,0.32857142857142846
524,None,raw,7,uniform,euclidean,0.5619883001749202,0.11285567794740445,0.6244444444444445,0.8054545454545454,0.3399999999999999
306,500,pca,9,distance,euclidean,0.5619522344831573,0.1126602338328081,0.6300000000000001,0.8209090909090908,0.3299999999999999
310,500,pca,11,distance,euclidean,0.5617448666470406,0.10976284495266048,0.6372222222222222,0.8463636363636364,0.30857142857142855
186,300,pca,15,distance,euclidean,0.5617176463002181,0.10117031673126665,0.6361111111111111,0.8427272727272727,0.31142857142857133
413,1000,raw,21,uniform,cosine,0.5616266707666258,0.11743698317165721,0.638888888888889,0.850909090909091,0.30571428571428566
129,300,raw,1,uniform,cosine,0.5615967773828152,0.10223759917056939,0.5772222222222222,0.5927272727272728,0.5528571428571429
131,300,raw,1,distance,cosine,0.5615967773828152,0.10223759917056939,0.5772222222222222,0.5927272727272728,0.5528571428571429
435,1000,pca,9,distance,cosine,0.5613589671337048,0.11804666947897613,0.6255555555555555,0.8109090909090909,0.3342857142857142
571,None,pca,15,distance,cosine,0.5612947399219138,0.11552868188566016,0.6327777777777779,0.8345454545454544,0.31571428571428567
137,300,raw,5,uniform,cosine,0.5612867171995083,0.09562254734934782,0.5844444444444444,0.639090909090909,0.49857142857142844
396,1000,raw,7,uniform,euclidean,0.561079447634546,0.10501215088431268,0.6227777777777778,0.8054545454545454,0.3357142857142857
567,None,pca,11,distance,cosine,0.5610659663341822,0.10344802608323912,0.6283333333333334,0.8190909090909091,0.32857142857142846
438,1000,pca,11,distance,euclidean,0.561044905846555,0.11013958014700044,0.6422222222222222,0.8627272727272728,0.2957142857142856
60,100,pca,21,uniform,euclidean,0.5608276360515491,0.10397907302599244,0.6538888888888892,0.8999999999999999,0.26714285714285707
319,500,pca,21,distance,cosine,0.5607795036159353,0.11556883940249553,0.6588888888888892,0.9118181818181817,0.26142857142857134
136,300,raw,5,uniform,euclidean,0.5603802755316653,0.11077479558475514,0.5927777777777777,0.6836363636363637,0.45
39,100,pca,3,distance,cosine,0.5601503341666385,0.12431680625139097,0.6044444444444445,0.7345454545454545,0.3999999999999999
62,100,pca,21,distance,euclidean,0.5599833289898508,0.10259353994255108,0.6488888888888888,0.8872727272727272,0.2742857142857142
287,500,raw,21,distance,cosine,0.5599736951731704,0.11758249052180532,0.64,0.8554545454545455,0.3014285714285714
278,500,raw,11,distance,euclidean,0.5597317011490924,0.10609580156200155,0.6311111111111112,0.8336363636363636,0.31285714285714283
139,300,raw,5,distance,cosine,0.5596412561941133,0.09531991441792177,0.5805555555555556,0.6236363636363637,0.5128571428571429
513,None,raw,1,uniform,cosine,0.5595831965225961,0.10851718355043702,0.5838888888888889,0.6445454545454545,0.48857142857142855
515,None,raw,1,distance,cosine,0.5595831965225961,0.10851718355043702,0.5838888888888889,0.6445454545454545,0.48857142857142855
302,500,pca,7,distance,euclidean,0.5595108975163323,0.11564979914107273,0.6244444444444445,0.8081818181818182,0.3357142857142857
114,100,embedkit_sup,9,distance,euclidean,0.5593157287586081,0.10340672056137305,0.6138888888888889,0.769090909090909,0.37
406,1000,raw,11,distance,euclidean,0.558995859548858,0.09983267487946872,0.6277777777777778,0.8218181818181818,0.32285714285714284
8,100,raw,5,uniform,euclidean,0.558635121802513,0.12092148551821609,0.6133333333333334,0.771818181818182,0.3642857142857142
16,100,raw,9,uniform,euclidean,0.5581873710753036,0.11434199001275674,0.6222222222222222,0.8009090909090909,0.3414285714285713
82,100,embedkit_unsup,9,distance,euclidean,0.5578222222651017,0.10317383381038646,0.6127777777777778,0.769090909090909,0.36714285714285716
118,100,embedkit_sup,11,distance,euclidean,0.5577629632444849,0.10114047295625875,0.6172222222222222,0.7845454545454547,0.3542857142857143
404,1000,raw,11,uniform,euclidean,0.5573310541587903,0.10161570972155096,0.6327777777777779,0.8399999999999999,0.3071428571428571
149,300,raw,11,uniform,cosine,0.5572848680483254,0.09902724570637528,0.5972222222222223,0.7154545454545456,0.41142857142857137
58,100,pca,15,distance,euclidean,0.557003726386335,0.09391080775749595,0.6311111111111112,0.84,0.30285714285714277
183,300,pca,11,distance,cosine,0.5569944122704993,0.1116960368267705,0.6227777777777779,0.8054545454545454,0.3357142857142857
407,1000,raw,11,distance,cosine,0.5568755022410596,0.1106968145034973,0.6033333333333334,0.7345454545454545,0.3971428571428571
86,100,embedkit_unsup,11,distance,euclidean,0.556512963244485,0.09951628096913047,0.616111111111111,0.7836363636363637,0.35285714285714287
59,100,pca,15,distance,cosine,0.5565044234348583,0.10500434022282047,0.6177777777777778,0.7972727272727272,0.33571428571428563
53,100,pca,11,uniform,cosine,0.5562989602877543,0.11048794558915898,0.6238888888888889,0.8109090909090909,0.32999999999999985
283,500,raw,15,distance,cosine,0.5560155168100821,0.10427512062516621,0.6133333333333334,0.7790909090909092,0.35285714285714287
530,None,raw,9,distance,euclidean,0.5559219879181282,0.11216174118159208,0.6200000000000001,0.8009090909090909,0.33571428571428563
85,100,embedkit_unsup,11,uniform,cosine,0.5553714017464018,0.10000401597514968,0.6172222222222222,0.7918181818181819,0.34285714285714286
84,100,embedkit_unsup,11,uniform,euclidean,0.5553714017464018,0.10000401597514968,0.6172222222222222,0.7918181818181819,0.34285714285714286
44,100,pca,7,uniform,euclidean,0.5553383089937437,0.10900291820472718,0.6155555555555555,0.7863636363636363,0.3471428571428571
55,100,pca,11,distance,cosine,0.5551421777641053,0.108487269390784,0.6194444444444445,0.8,0.33571428571428563
117,100,embedkit_sup,11,uniform,cosine,0.5549675555925556,0.09980336070411067,0.6172222222222222,0.7927272727272728,0.3414285714285714
116,100,embedkit_sup,11,uniform,euclidean,0.5549675555925556,0.09980336070411067,0.6172222222222222,0.7927272727272728,0.3414285714285714
115,100,embedkit_sup,9,distance,cosine,0.5548678233892259,0.10079919030837708,0.6100000000000001,0.7672727272727272,0.3628571428571428
308,500,pca,11,uniform,euclidean,0.5548131453087976,0.1066774707705764,0.6350000000000001,0.8527272727272727,0.29285714285714287
276,500,raw,11,uniform,euclidean,0.5547987463422246,0.10940365238929842,0.6311111111111112,0.8436363636363636,0.2971428571428571
279,500,raw,11,distance,cosine,0.5545663072496295,0.1115042204465826,0.6050000000000001,0.7500000000000001,0.37714285714285706
528,None,raw,9,uniform,euclidean,0.5544123678280732,0.11119462537229349,0.6244444444444445,0.818181818181818,0.31999999999999995
10,100,raw,5,distance,euclidean,0.5543029579920884,0.11865104328431368,0.6022222222222223,0.7427272727272729,0.38142857142857145
119,100,embedkit_sup,11,distance,cosine,0.5540797184297184,0.101273211777333,0.6133333333333333,0.78,0.3514285714285715
292,500,pca,3,uniform,euclidean,0.553957495377249,0.11132624788984384,0.6044444444444445,0.750909090909091,0.37428571428571417
570,None,pca,15,distance,euclidean,0.553819612728046,0.11382945530383813,0.645,0.8854545454545453,0.26714285714285707
542,None,raw,21,distance,euclidean,0.5534790191179246,0.11206238320461363,0.6538888888888889,0.908181818181818,0.2542857142857142
54,100,pca,11,distance,euclidean,0.5533342418853288,0.11502188235046203,0.6205555555555555,0.8090909090909092,0.32428571428571423
268,500,raw,7,uniform,euclidean,0.5532844045125914,0.11306569537810932,0.6133333333333334,0.7836363636363636,0.3457142857142857
260,500,raw,3,uniform,euclidean,0.5530558616682322,0.11516137914669931,0.6000000000000001,0.7345454545454548,0.38857142857142846
111,100,embedkit_sup,7,distance,cosine,0.5530463665445695,0.10932886083645946,0.5994444444444444,0.7354545454545455,0.3857142857142857
83,100,embedkit_unsup,9,distance,cosine,0.5529562566950506,0.10080184004107935,0.6083333333333334,0.7663636363636364,0.36
87,100,embedkit_unsup,11,distance,cosine,0.5528297184297184,0.09960497085874197,0.6122222222222221,0.7790909090909092,0.3499999999999999
274,500,raw,9,distance,euclidean,0.5526106800231246,0.11267013624919346,0.6177777777777778,0.7990909090909092,0.3328571428571428
300,500,pca,7,uniform,euclidean,0.5525493269612834,0.11462561043071154,0.6233333333333334,0.82,0.3142857142857142
159,300,raw,21,distance,cosine,0.5520610814445147,0.10270957203306806,0.625,0.827272727272727,0.3071428571428571
304,500,pca,9,uniform,euclidean,0.5520405810801996,0.11065670466935958,0.6250000000000001,0.8245454545454546,0.31142857142857133
79,100,embedkit_unsup,7,distance,cosine,0.5518423531666431,0.10970320153476837,0.5983333333333333,0.7345454545454547,0.38428571428571423
433,1000,pca,9,uniform,cosine,0.551440247648681,0.115222736776179,0.62,0.8145454545454547,0.3142857142857142
405,1000,raw,11,uniform,cosine,0.5513903148036983,0.11093297082912645,0.6016666666666667,0.7427272727272728,0.37999999999999995
113,100,embedkit_sup,9,uniform,cosine,0.5512127078651816,0.10993951910606281,0.6105555555555555,0.7754545454545453,0.35142857142857137
112,100,embedkit_sup,9,uniform,euclidean,0.5512127078651816,0.10993951910606281,0.6105555555555555,0.7754545454545453,0.35142857142857137
22,100,raw,11,distance,euclidean,0.5511498577107272,0.10044764662050773,0.6150000000000001,0.7990909090909092,0.3257142857142856
56,100,pca,15,uniform,euclidean,0.5511219917763396,0.09706197379971036,0.6311111111111112,0.8499999999999999,0.2871428571428571
436,1000,pca,11,uniform,euclidean,0.5507263340135904,0.11213053248914072,0.6377777777777779,0.8672727272727272,0.2771428571428571
110,100,embedkit_sup,7,distance,euclidean,0.5505685070047535,0.10340156545732979,0.5977777777777777,0.7354545454545456,0.3814285714285714
80,100,embedkit_unsup,9,uniform,euclidean,0.5504267546879241,0.11002185910134675,0.61,0.7754545454545453,0.3499999999999999
81,100,embedkit_unsup,9,uniform,cosine,0.5504267546879241,0.11002185910134675,0.61,0.7754545454545453,0.3499999999999999
150,300,raw,11,distance,euclidean,0.5503373643957236,0.11101415150012542,0.6083333333333333,0.7754545454545455,0.34571428571428564
9,100,raw,5,uniform,cosine,0.5502331358005002,0.12706999353864357,0.5733333333333335,0.6281818181818182,0.48714285714285716
281,500,raw,15,uniform,cosine,0.5501788289407855,0.10660921912606681,0.6133333333333334,0.791818181818182,0.3328571428571428
534,None,raw,11,distance,euclidean,0.5501661175517248,0.10531920415614737,0.6216666666666668,0.8209090909090909,0.3085714285714285
52,100,pca,11,uniform,euclidean,0.5501522526989918,0.11088499882104683,0.6205555555555555,0.8163636363636365,0.3128571428571428
439,1000,pca,11,distance,cosine,0.5500491901956669,0.11730839483945231,0.6188888888888888,0.8127272727272729,0.3142857142857142
311,500,pca,11,distance,cosine,0.549543746149181,0.1082520474896433,0.6227777777777779,0.8227272727272726,0.3085714285714285
11,100,raw,5,distance,cosine,0.549448296341788,0.12226937950330961,0.5672222222222223,0.6009090909090908,0.5142857142857142
78,100,embedkit_unsup,7,distance,euclidean,0.549364493626827,0.10376853859497794,0.5966666666666666,0.7345454545454547,0.37999999999999995
305,500,pca,9,uniform,cosine,0.5492444398596573,0.10783693154983585,0.6177777777777778,0.8118181818181818,0.3128571428571428
42,100,pca,5,distance,euclidean,0.5487819589088366,0.12221900219961275,0.5961111111111111,0.73,0.3857142857142857
285,500,raw,21,uniform,cosine,0.5487287285455951,0.12011855446410995,0.6361111111111113,0.8636363636363638,0.2785714285714285
326,500,embedkit_unsup,3,distance,euclidean,0.5480423375881782,0.12964501520432836,0.5877777777777778,0.6990909090909091,0.41285714285714276
358,500,embedkit_sup,3,distance,euclidean,0.5480423375881782,0.12964501520432836,0.5877777777777778,0.6990909090909091,0.41285714285714276
532,None,raw,11,uniform,euclidean,0.5479266828318553,0.10412642751939664,0.6250000000000001,0.8354545454545453,0.2942857142857142
568,None,pca,15,uniform,euclidean,0.5473203441624731,0.11773086660173337,0.6427777777777777,0.889090909090909,0.2557142857142856
187,300,pca,15,distance,cosine,0.5473113731969064,0.09885307529288019,0.6261111111111112,0.8381818181818181,0.2928571428571428
359,500,embedkit_sup,3,distance,cosine,0.5470982269774267,0.12937116692850945,0.5866666666666667,0.6972727272727274,0.41285714285714276
327,500,embedkit_unsup,3,distance,cosine,0.5470982269774267,0.12937116692850945,0.5866666666666667,0.6972727272727274,0.41285714285714276
108,100,embedkit_sup,7,uniform,euclidean,0.5469629864240445,0.10201569080044003,0.5977777777777777,0.7454545454545455,0.3657142857142857
109,100,embedkit_sup,7,uniform,cosine,0.5469629864240445,0.10201569080044003,0.5977777777777777,0.7454545454545455,0.3657142857142857
565,None,pca,11,uniform,cosine,0.546939606545267,0.1053291964837103,0.6211111111111112,0.8218181818181819,0.3057142857142857
181,300,pca,11,uniform,cosine,0.546790161437651,0.10796746680226983,0.6205555555555555,0.8209090909090908,0.3057142857142857
157,300,raw,21,uniform,cosine,0.5467555335994999,0.10115520510181543,0.6266666666666667,0.8409090909090908,0.2899999999999999
315,500,pca,15,distance,cosine,0.5467285872076727,0.10947238583887366,0.6272222222222222,0.8409090909090908,0.29142857142857137
272,500,raw,9,uniform,euclidean,0.546698893741773,0.1126036859015629,0.6166666666666667,0.8090909090909091,0.3142857142857143
540,None,raw,21,uniform,euclidean,0.5466454431930444,0.10912587449212129,0.6516666666666667,0.9118181818181816,0.2428571428571428
155,300,raw,15,distance,cosine,0.5466029700863293,0.09786692166315232,0.5966666666666667,0.7418181818181818,0.3685714285714285
569,None,pca,15,uniform,cosine,0.546280833900399,0.11228545088459786,0.6261111111111112,0.8427272727272725,0.28571428571428564
40,100,pca,5,uniform,euclidean,0.5458467067326166,0.12956400388909814,0.6005555555555555,0.7554545454545455,0.35714285714285715
76,100,embedkit_unsup,7,uniform,euclidean,0.5457589730461181,0.10234522383860824,0.5966666666666667,0.7445454545454546,0.3642857142857142
77,100,embedkit_unsup,7,uniform,cosine,0.5457589730461181,0.10234522383860824,0.5966666666666667,0.7445454545454546,0.3642857142857142
443,1000,pca,15,distance,cosine,0.5452837265391612,0.11210333481845387,0.6222222222222222,0.8327272727272728,0.29142857142857137
277,500,raw,11,uniform,cosine,0.5445894999989093,0.10893297652629126,0.601111111111111,0.7590909090909094,0.35285714285714276
184,300,pca,15,uniform,euclidean,0.5443693274692906,0.10800341982114034,0.6288888888888888,0.8518181818181817,0.2785714285714285
414,1000,raw,21,distance,euclidean,0.544156203807853,0.1057141150323019,0.6494444444444446,0.9136363636363635,0.23428571428571426
153,300,raw,15,uniform,cosine,0.5440442468562033,0.09878623749711152,0.6005555555555556,0.7618181818181818,0.3471428571428571
20,100,raw,11,uniform,euclidean,0.5440375972658581,0.1016992289700169,0.6127777777777779,0.8063636363636365,0.3085714285714285
191,300,pca,21,distance,cosine,0.5439681733086165,0.1012745481708907,0.6372222222222222,0.8736363636363635,0.2657142857142857
357,500,embedkit_sup,3,uniform,cosine,0.5436094912109921,0.12864657966673862,0.5877777777777778,0.71,0.3957142857142857
324,500,embedkit_unsup,3,uniform,euclidean,0.5436094912109921,0.12864657966673862,0.5877777777777778,0.71,0.3957142857142857
356,500,embedkit_sup,3,uniform,euclidean,0.5436094912109921,0.12864657966673862,0.5877777777777778,0.71,0.3957142857142857
325,500,embedkit_unsup,3,uniform,cosine,0.5436094912109921,0.12864657966673862,0.5877777777777778,0.71,0.3957142857142857
148,300,raw,11,uniform,euclidean,0.5424734230230864,0.11082820000912637,0.6055555555555556,0.7836363636363636,0.3257142857142857
314,500,pca,15,distance,euclidean,0.5423256073650378,0.1078231415698253,0.6372222222222222,0.8772727272727273,0.25999999999999995
123,100,embedkit_sup,15,distance,cosine,0.5413361401758329,0.10146026034050906,0.6166666666666667,0.8127272727272729,0.3085714285714285
410,1000,raw,15,distance,euclidean,0.5408576101448666,0.10637547567585155,0.6305555555555555,0.8627272727272727,0.2657142857142856
309,500,pca,11,uniform,cosine,0.5403922180476528,0.10784635579440356,0.6161111111111112,0.8209090909090908,0.29428571428571426
437,1000,pca,11,uniform,cosine,0.5402009732783729,0.11444651027318622,0.6144444444444446,0.8172727272727274,0.2957142857142856
313,500,pca,15,uniform,cosine,0.5398224173571999,0.1142289947784942,0.6255555555555556,0.8490909090909088,0.27428571428571424
