max_features,representation,n_neighbors,weights,metric,mean_macro_f1,mean_accuracy,mean_sensitivity,mean_specificity
100,embedkit_unsup,1,distance,cosine,0.49609795623641695,0.5377777777777777,0.6563636363636364,0.3514285714285715
100,embedkit_unsup,3,uniform,euclidean,0.5094578843849473,0.5688888888888889,0.7345454545454547,0.3085714285714285
100,embedkit_unsup,3,uniform,cosine,0.5094578843849473,0.5688888888888889,0.7345454545454547,0.3085714285714285
100,embedkit_unsup,3,distance,euclidean,0.5094578843849473,0.5688888888888889,0.7345454545454547,0.3085714285714285
100,embedkit_unsup,3,distance,cosine,0.5078823456720786,0.5666666666666668,0.730909090909091,0.3085714285714285
100,embedkit_unsup,5,uniform,euclidean,0.5056422431974156,0.5794444444444445,0.7727272727272728,0.27571428571428563
100,embedkit_unsup,5,uniform,cosine,0.5056422431974156,0.5794444444444445,0.7727272727272728,0.27571428571428563
100,embedkit_unsup,5,distance,euclidean,0.5056422431974156,0.5794444444444445,0.7727272727272728,0.27571428571428563
100,embedkit_unsup,5,distance,cosine,0.5066419529884297,0.5794444444444445,0.7709090909090911,0.27857142857142847
100,embedkit_unsup,7,uniform,euclidean,0.503562852446848,0.5905555555555556,0.8090909090909087,0.24714285714285708
100,embedkit_unsup,7,uniform,cosine,0.503562852446848,0.5905555555555556,0.8090909090909087,0.24714285714285708
100,embedkit_unsup,7,distance,euclidean,0.503562852446848,0.5905555555555556,0.8090909090909087,0.24714285714285708
100,embedkit_unsup,7,distance,cosine,0.49938669327368734,0.5866666666666667,0.8045454545454542,0.2442857142857142
100,embedkit_unsup,9,uniform,euclidean,0.49619341835215147,0.5938888888888889,0.8272727272727272,0.2271428571428571
100,embedkit_unsup,9,uniform,cosine,0.49619341835215147,0.5938888888888889,0.8272727272727272,0.2271428571428571
100,embedkit_unsup,9,distance,euclidean,0.49619341835215147,0.5938888888888889,0.8272727272727272,0.2271428571428571
100,embedkit_unsup,9,distance,cosine,0.4930781553681479,0.5911111111111111,0.8236363636363635,0.22571428571428565
100,embedkit_unsup,11,uniform,euclidean,0.49499413306999507,0.6016666666666667,0.8554545454545454,0.20285714285714282
