config_id,distance,rule,weight,k,accuracy_mean,balanced_accuracy_mean,sensitivity_mean,specificity_mean,precision_yes_mean,F1_yes_mean,F1_no_mean,Macro_F1_mean,MCC_mean,Brier_mean,ROC_AUC_mean,PR_AUC_mean,accuracy_std,balanced_accuracy_std,sensitivity_std,specificity_std,precision_yes_std,F1_yes_std,F1_no_std,Macro_F1_std,MCC_std,Brier_std,ROC_AUC_std,PR_AUC_std,accuracy_min,balanced_accuracy_min,sensitivity_min,specificity_min,precision_yes_min,F1_yes_min,F1_no_min,Macro_F1_min,MCC_min,Brier_min,ROC_AUC_min,PR_AUC_min,accuracy_max,balanced_accuracy_max,sensitivity_max,specificity_max,precision_yes_max,F1_yes_max,F1_no_max,Macro_F1_max,MCC_max,Brier_max,ROC_AUC_max,PR_AUC_max,accuracy_n_valid,balanced_accuracy_n_valid,sensitivity_n_valid,specificity_n_valid,precision_yes_n_valid,F1_yes_n_valid,F1_no_n_valid,Macro_F1_n_valid,MCC_n_valid,Brier_n_valid,ROC_AUC_n_valid,PR_AUC_n_valid,elapsed_sec
euclidean_rigid_uniform_k1,euclidean,rigid,uniform,1,0.6177777777777778,0.5885714285714286,0.7200000000000002,0.457142857142857,0.6805268342768344,0.6913918855616796,0.47154847113670634,0.581470178349193,0.19068725517743068,0.38222222222222224,0.5885714285714286,0.6656213205985934,0.10744519365568536,0.11017315583391513,0.1545836469232884,0.19360883633683956,0.09505763136737103,0.10377335580623788,0.15017771209425274,0.11201800031650758,0.22803010025697143,0.10744519365568539,0.11017315583391515,0.06352188473058983,0.3333333333333333,0.3246753246753247,0.36363636363636365,0.14285714285714285,0.4444444444444444,0.4,0.18181818181818182,0.325,-0.34188172937891387,0.16666666666666666,0.3246753246753247,0.5505050505050505,0.8333333333333334,0.8116883116883117,1.0,0.8571428571428571,0.8571428571428571,0.8695652173913043,0.7692307692307693,0.8193979933110368,0.6446583712203042,0.6666666666666666,0.8116883116883118,0.8131313131313131,50,50,50,50,50,50,50,50,50,50,50,50,6.359009265899658
euclidean_rigid_uniform_k3,euclidean,rigid,uniform,3,0.6022222222222222,0.577922077922078,0.6872727272727271,0.46857142857142847,0.6739545454545456,0.6730579159098877,0.46735981802854865,0.5702088669692181,0.16170515900077884,0.2590123456790123,0.674025974025974,0.7763851042006122,0.09547589359887343,0.09835649175279604,0.14363425000206226,0.18262740670364974,0.08294466733199952,0.09633137556415806,0.1419980242045677,0.10191600777397453,0.20230062021304168,0.07256761584771379,0.12284889997109344,0.08395215782361586,0.3888888888888889,0.3701298701298701,0.2727272727272727,0.14285714285714285,0.5,0.375,0.16666666666666666,0.37142857142857144,-0.2548235957188128,0.154320987654321,0.36363636363636365,0.5666666666666667,0.7777777777777778,0.7662337662337663,0.9090909090909091,0.8571428571428571,0.875,0.8181818181818182,0.7142857142857143,0.7662337662337663,0.5324675324675324,0.4506172839506173,0.9090909090909091,0.9646464646464646,50,50,50,50,50,50,50,50,50,50,50,50,6.314449787139893
euclidean_rigid_uniform_k5,euclidean,rigid,uniform,5,0.6155555555555555,0.5877922077922078,0.7127272727272727,0.4628571428571428,0.6788394383394383,0.6879374950809597,0.4777418305808399,0.5828396628308998,0.1911212864157327,0.23800000000000004,0.6703896103896105,0.7775213369518181,0.10579100128858178,0.10501025980121323,0.1551499690708372,0.17210749912088175,0.09668783580546816,0.10285169562579123,0.1301763259796706,0.10440957712869119,0.21924174836801738,0.05363153594453752,0.12133041695119295,0.07888902718744004,0.2777777777777778,0.2532467532467533,0.36363636363636365,0.14285714285714285,0.4,0.38095238095238093,0.13333333333333333,0.2571428571428571,-0.48416483186574427,0.15111111111111114,0.37662337662337664,0.5956709956709956,0.7777777777777778,0.7727272727272727,1.0,1.0,1.0,0.8461538461538461,0.7368421052631579,0.7230769230769231,0.5640760748177662,0.37111111111111117,0.8766233766233765,0.8974977043158862,50,50,50,50,50,50,50,50,50,50,50,50,6.079521179199219
euclidean_rigid_uniform_k7,euclidean,rigid,uniform,7,0.6388888888888888,0.6084415584415584,0.7454545454545455,0.47142857142857136,0.6944289321789323,0.7110704104647838,0.49265955973850717,0.6018649851016454,0.2348335694680673,0.22424036281179135,0.698961038961039,0.7964078627848683,0.08784104611578832,0.09027504079510758,0.14344624697645794,0.18081678721091174,0.07465154201593535,0.08530648714343327,0.1358050803270371,0.0944265703471626,0.19250678415367434,0.050442159994041606,0.1187439122099219,0.08227442119941708,0.4444444444444444,0.38961038961038963,0.36363636363636365,0.14285714285714285,0.5384615384615384,0.47058823529411764,0.16666666666666666,0.375,-0.24029618753167464,0.1575963718820862,0.43506493506493504,0.6132285421055474,0.7777777777777778,0.7662337662337663,1.0,0.8571428571428571,0.8571428571428571,0.8461538461538461,0.7142857142857143,0.7662337662337663,0.5606119105813882,0.38548752834467126,0.8961038961038962,0.915945165945166,50,50,50,50,50,50,50,50,50,50,50,50,6.384545087814331
euclidean_rigid_uniform_k9,euclidean,rigid,uniform,9,0.6611111111111111,0.6250649350649351,0.7872727272727272,0.4628571428571428,0.7019360704654822,0.7353540028409594,0.5036057276057275,0.6194798652233435,0.274873991835579,0.22096021947873803,0.7079220779220777,0.7991891198522215,0.08566282994017024,0.08890690187355045,0.1344767412162779,0.17451068021577104,0.06703827601945526,0.0807278344347422,0.14305871709892645,0.09707883439848576,0.19016129254208444,0.047861441141265136,0.11355580045276267,0.07599877348627078,0.4444444444444444,0.41558441558441556,0.36363636363636365,0.14285714285714285,0.5454545454545454,0.5,0.18181818181818182,0.4109090909090909,-0.16883116883116883,0.144718792866941,0.38961038961038963,0.6342570085885595,0.8333333333333334,0.7857142857142857,1.0,0.8571428571428571,0.8181818181818182,0.88,0.7272727272727273,0.8036363636363637,0.6700593942604899,0.4039780521262003,0.922077922077922,0.9305555555555556,50,50,50,50,50,50,50,50,50,50,50,50,6.295001268386841
euclidean_rigid_uniform_k11,euclidean,rigid,uniform,11,0.6555555555555556,0.6168831168831168,0.7909090909090908,0.4428571428571428,0.6912508667802784,0.7309084685633884,0.49321869633634335,0.6120635824498659,0.2613519391173502,0.2194490358126722,0.7058441558441558,0.7984803249335335,0.10408632578257145,0.1028472100299458,0.1528389908563613,0.16642353500306215,0.07066102467824217,0.10538731947854386,0.15343034543579476,0.11387130139370245,0.22591552199302903,0.04490706667045229,0.12423675235694895,0.08116139570166275,0.4444444444444444,0.41558441558441556,0.18181818181818182,0.14285714285714285,0.5454545454545454,0.2857142857142857,0.18181818181818182,0.4109090909090909,-0.16883116883116883,0.14554637281910007,0.33766233766233766,0.549401096526765,0.8333333333333334,0.7857142857142857,1.0,0.8571428571428571,0.8181818181818182,0.88,0.7272727272727273,0.8036363636363637,0.6700593942604899,0.3686868686868687,0.9675324675324676,0.962121212121212,50,50,50,50,50,50,50,50,50,50,50,50,6.28356671333313
euclidean_rigid_uniform_k15,euclidean,rigid,uniform,15,0.5944444444444444,0.5440259740259741,0.7709090909090908,0.31714285714285717,0.6372447307594367,0.6914779044400258,0.3659499877487493,0.5287139460943877,0.11123185918811393,0.22333827160493824,0.6718181818181818,0.7978141016737272,0.09800864313673387,0.09158141830108749,0.16756769990949935,0.158843173243184,0.0629950225263829,0.10119704564443172,0.15234691073827267,0.10292936970012381,0.22656039742257147,0.03433134478874044,0.11300673702405167,0.06540024729243706,0.3888888888888889,0.36363636363636365,0.2727272727272727,0.0,0.5,0.35294117647058826,0.0,0.3076923076923077,-0.3567530340063379,0.16296296296296295,0.4350649350649351,0.5996589269316542,0.7777777777777778,0.7402597402597402,1.0,0.5714285714285714,0.7692307692307693,0.8333333333333334,0.6666666666666666,0.75,0.5229975846277625,0.3071604938271605,0.9090909090909091,0.9290879574970483,50,50,50,50,50,50,50,50,50,50,50,50,5.34813380241394
euclidean_rigid_uniform_k21,euclidean,rigid,uniform,21,0.5744444444444445,0.5162337662337663,0.7781818181818181,0.2542857142857143,0.6203146934764583,0.6830524508068865,0.2876941781988222,0.48537331450285437,0.03342211190760732,0.21878558830939782,0.6771428571428573,0.792771745782441,0.09228899585191071,0.0899216563970593,0.17048144500178639,0.18989464186862232,0.06250690129525452,0.0990611356712124,0.18986179021993563,0.10972296191121055,0.22304192477730306,0.025211031619434623,0.1149607800277072,0.07413176244251936,0.3888888888888889,0.3701298701298701,0.2727272727272727,0.0,0.5,0.35294117647058826,0.0,0.3333333333333333,-0.2820380374088831,0.17132779037540943,0.42857142857142855,0.6713629804538896,0.8333333333333334,0.8116883116883117,1.0,0.7142857142857143,0.8333333333333334,0.8695652173913043,0.7692307692307693,0.8193979933110368,0.6446583712203042,0.2760141093474427,0.9545454545454545,0.9633264462809917,50,50,50,50,50,50,50,50,50,50,50,50,4.701265096664429
euclidean_rigid_inverse_distance_k1,euclidean,rigid,inverse_distance,1,0.6177777777777778,0.5885714285714286,0.7200000000000002,0.457142857142857,0.6805268342768344,0.6913918855616796,0.47154847113670634,0.581470178349193,0.19068725517743068,0.38222222222222224,0.5885714285714286,0.6656213205985934,0.10744519365568536,0.11017315583391513,0.1545836469232884,0.19360883633683956,0.09505763136737103,0.10377335580623788,0.15017771209425274,0.11201800031650758,0.22803010025697143,0.10744519365568539,0.11017315583391515,0.06352188473058983,0.3333333333333333,0.3246753246753247,0.36363636363636365,0.14285714285714285,0.4444444444444444,0.4,0.18181818181818182,0.325,-0.34188172937891387,0.16666666666666666,0.3246753246753247,0.5505050505050505,0.8333333333333334,0.8116883116883117,1.0,0.8571428571428571,0.8571428571428571,0.8695652173913043,0.7692307692307693,0.8193979933110368,0.6446583712203042,0.6666666666666666,0.8116883116883118,0.8131313131313131,50,50,50,50,50,50,50,50,50,50,50,50,5.4690101146698
euclidean_rigid_inverse_distance_k3,euclidean,rigid,inverse_distance,3,0.5977777777777777,0.5722077922077922,0.6872727272727271,0.4571428571428571,0.6681928071928073,0.6704483465318972,0.459086326813881,0.5647673366728891,0.15038581673283233,0.2622511023404612,0.6761038961038962,0.8038424452849587,0.09361042982721733,0.09525090469559645,0.14363425000206226,0.17555765851107402,0.07786372250231167,0.0956106039358255,0.13842338816667368,0.09937121487909188,0.1966297744241775,0.07070011153829074,0.12384402376824453,0.08638182620284457,0.3888888888888889,0.3701298701298701,0.2727272727272727,0.14285714285714285,0.5,0.375,0.16666666666666666,0.37142857142857144,-0.2548235957188128,0.15420105819605143,0.38961038961038963,0.592516069788797,0.7777777777777778,0.7662337662337663,0.9090909090909091,0.8571428571428571,0.8333333333333334,0.8181818181818182,0.7142857142857143,0.7662337662337663,0.5324675324675324,0.4431065250241225,0.9090909090909091,0.9646464646464646,50,50,50,50,50,50,50,50,50,50,50,50,6.445776462554932
